I	{'Частота': 8}
II	{'Частота': 8}
III	{'Частота': 8}
IV	{'Частота': 8}
V	{'Частота': 8}
VI	{'Частота': 8}
VII	{'Частота': 8}
VIII	{'Частота': 8}
IX	{'Частота': 8}
X	{'Частота': 8}
XI	{'Частота': 8}
XII	{'Частота': 8}
XIII	{'Частота': 8}
XIV	{'Частота': 8}
XV	{'Частота': 8}
XVI	{'Частота': 8}
XVII	{'Частота': 8}
XVIII	{'Частота': 8}
XIX	{'Частота': 8}
XX	{'Частота': 8}
XXI	{'Частота': 8}
XXII	{'Частота': 8}
XXIII	{'Частота': 8}
XXIV	{'Частота': 8}
XXV	{'Частота': 8}
XXVI	{'Частота': 8}
XXVII	{'Частота': 8}
XXVIII	{'Частота': 8}
XXIX	{'Частота': 8}
XXX	{'Частота': 8}
XXXI	{'Частота': 8}
XXXII	{'Частота': 8}
XXXIII	{'Частота': 8}
XXXIV	{'Частота': 8}
XXXV	{'Частота': 8}
XXXVI	{'Частота': 8}
XXXVII	{'Частота': 8}
XXXVIII	{'Частота': 8}
XXXIX	{'Частота': 8}
грандисон	{'Частота': 7}
XLIII	{'Частота': 6}
трик	{'Частота': 6}
постел	{'Частота': 5}
ХL	{'Частота': 5}
ХLI	{'Частота': 5}
XLVI	{'Частота': 5}
XLIV	{'Частота': 5}
de	{'Частота': 4}
осьмнадцать	{'Частота': 4}
XLVII	{'Частота': 4}
XLVIII	{'Частота': 4}
XLIX	{'Частота': 4}
L	{'Частота': 4}
LI	{'Частота': 4}
дальный	{'Частота': 4}
N	{'Частота': 4}
XLV	{'Частота': 4}
d	{'Частота': 3}
Monsieur	{'Частота': 3}
терпсихор	{'Частота': 3}
руссо	{'Частота': 3}
ХLII	{'Частота': 3}
друг	{'Частота': 3}
склонясь	{'Частота': 3}
ричардсон	{'Частота': 3}
XL	{'Частота': 3}
a	{'Частота': 3}
почевать	{'Частота': 3}
XLII	{'Частота': 3}
задек	{'Частота': 3}
belle	{'Частота': 3}
il	{'Частота': 2}
la	{'Частота': 2}
les	{'Частота': 2}
comme	{'Частота': 2}
Madame	{'Частота': 2}
l	{'Частота': 2}
дидло	{'Частота': 2}
сения	{'Частота': 2}
ХLV	{'Частота': 2}
воспомнить	{'Частота': 2}
LII	{'Частота': 2}
LIII	{'Частота': 2}
LIV	{'Частота': 2}
LV	{'Частота': 2}
соседственный	{'Частота': 2}
спроситься	{'Частота': 2}
etait	{'Частота': 2}
et	{'Частота': 2}
cetera	{'Частота': 2}
облокотиться	{'Частота': 2}
остановилася	{'Частота': 2}
La	{'Частота': 2}
колец	{'Частота': 2}
vous	{'Частота': 2}
отвсюду	{'Частота': 2}
XLI	{'Частота': 2}
флян	{'Частота': 2}
гильо	{'Частота': 2}
остановлять	{'Частота': 2}
встретить	{'Частота': 2}
thee	{'Частота': 2}
well	{'Частота': 2}
for	{'Частота': 2}
ever	{'Частота': 2}
tete	{'Частота': 2}
Petri	{'Частота': 1}
vanite	{'Частота': 1}
avait	{'Частота': 1}
encore	{'Частота': 1}
plus	{'Частота': 1}
cette	{'Частота': 1}
espece	{'Частота': 1}
orgueil	{'Частота': 1}
qui	{'Частота': 1}
fait	{'Частота': 1}
avouer	{'Частота': 1}
avec	{'Частота': 1}
meme	{'Частота': 1}
indifference	{'Частота': 1}
bonnes	{'Частота': 1}
mauvaises	{'Частота': 1}
actions	{'Частота': 1}
suite	{'Частота': 1}
un	{'Частота': 1}
sentiment	{'Частота': 1}
superiorite	{'Частота': 1}
peut	{'Частота': 1}
etre	{'Частота': 1}
imaginaire	{'Частота': 1}
Tire	{'Частота': 1}
une	{'Частота': 1}
lettre	{'Частота': 1}
particuliere	{'Частота': 1}
возлюбя	{'Частота': 1}
полусмешной	{'Частота': 1}
полупечальный	{'Частота': 1}
Кн	{'Частота': 1}
зевес	{'Частота': 1}
Abbe	{'Частота': 1}
dandy	{'Частота': 1}
латыня	{'Частота': 1}
vale	{'Частота': 1}
энеида	{'Частота': 1}
феокрит	{'Частота': 1}
назон	{'Частота': 1}
фоблас	{'Частота': 1}
Talon	{'Частота': 1}
roast	{'Частота': 1}
beef	{'Частота': 1}
трюфли	{'Частота': 1}
entrechat	{'Частота': 1}
моина	{'Частота': 1}
фонвизин	{'Частота': 1}
княжнин	{'Частота': 1}
полувоздушный	{'Частота': 1}
скоситься	{'Частота': 1}
наскучий	{'Частота': 1}
балтический	{'Частота': 1}
цареграда	{'Частота': 1}
чадаев	{'Частота': 1}
скрыпки	{'Частота': 1}
избавить	{'Частота': 1}
васисдас	{'Частота': 1}
обратить	{'Частота': 1}
Beef	{'Частота': 1}
stеаks	{'Частота': 1}
Child	{'Частота': 1}
Harold	{'Частота': 1}
бентам	{'Частота': 1}
ХLIV	{'Частота': 1}
неподражательный	{'Частота': 1}
опершисить	{'Частота': 1}
мильонный	{'Частота': 1}
посвятиться	{'Частота': 1}
far	{'Частота': 1}
nientе	{'Частота': 1}
LVI	{'Частота': 1}
LVII	{'Частота': 1}
салгир	{'Частота': 1}
LVIII	{'Частота': 1}
LIX	{'Частота': 1}
LX	{'Частота': 1}
O	{'Частота': 1}
rus	{'Частота': 1}
Ноr	{'Частота': 1}
сел	{'Частота': 1}
осьмого	{'Частота': 1}
оскорбиться	{'Частота': 1}
туманна	{'Частота': 1}
полурусский	{'Частота': 1}
свесть	{'Частота': 1}
разнота	{'Частота': 1}
истрести	{'Частота': 1}
ушед	{'Частота': 1}
сосед	{'Частота': 1}
полмир	{'Частота': 1}
влюблялася	{'Частота': 1}
ловлас	{'Частота': 1}
отразимый	{'Частота': 1}
акулька	{'Частота': 1}
блюд	{'Частота': 1}
Рооr	{'Частота': 1}
Yorick	{'Частота': 1}
жизнить	{'Частота': 1}
Elle	{'Частота': 1}
fille	{'Частота': 1}
elle	{'Частота': 1}
amoureuse	{'Частота': 1}
Malfilatre	{'Частота': 1}
вандикова	{'Частота': 1}
вольмар	{'Частота': 1}
вертер	{'Частота': 1}
героина	{'Частота': 1}
присвой	{'Частота': 1}
мельмот	{'Частота': 1}
сбогар	{'Частота': 1}
приподнялася	{'Частота': 1}
перевесть	{'Частота': 1}
выражалася	{'Частота': 1}
изьяснялася	{'Частота': 1}
фрейшиц	{'Частота': 1}
приникнуть	{'Частота': 1}
припадший	{'Частота': 1}
morale	{'Частота': 1}
est	{'Частота': 1}
dans	{'Частота': 1}
nature	{'Частота': 1}
des	{'Частота': 1}
choses	{'Частота': 1}
Necker	{'Частота': 1}
время	{'Частота': 1}
ловласов	{'Частота': 1}
утратить	{'Частота': 1}
нашед	{'Частота': 1}
гименей	{'Частота': 1}
шатобриан	{'Частота': 1}
уединиться	{'Частота': 1}
киприд	{'Частота': 1}
Qu	{'Частота': 1}
ecrirez	{'Частота': 1}
sur	{'Частота': 1}
ces	{'Частота': 1}
tablettes	{'Частота': 1}
t	{'Частота': 1}
v	{'Частота': 1}
Annеttе	{'Частота': 1}
in	{'Частота': 1}
quarto	{'Частота': 1}
впря	{'Частота': 1}
геллеспонт	{'Частота': 1}
прадт	{'Частота': 1}
W	{'Частота': 1}
Scott	{'Частота': 1}
чильд	{'Частота': 1}
моэт	{'Частота': 1}
ипокрена	{'Частота': 1}
Au	{'Частота': 1}
виется	{'Частота': 1}
поздной	{'Частота': 1}
мужьев	{'Частота': 1}
рассыпалася	{'Частота': 1}
противуречие	{'Частота': 1}
скрепиться	{'Частота': 1}
полужуравль	{'Частота': 1}
полукот	{'Частота': 1}
украдка	{'Частота': 1}
копыт	{'Частота': 1}
осталася	{'Частота': 1}
замахнуть	{'Частота': 1}
виргилий	{'Частота': 1}
петриада	{'Частота': 1}
мармонтель	{'Частота': 1}
скотинин	{'Частота': 1}
харликовый	{'Частота': 1}
Reveillez	{'Частота': 1}
endormie	{'Частота': 1}
Nina	{'Частота': 1}
Tatiana	{'Частота': 1}
траг	{'Частота': 1}
манже	{'Частота': 1}
зизи	{'Частота': 1}
освободясь	{'Частота': 1}
обратиться	{'Частота': 1}
евгенья	{'Частота': 1}
кокетствовать	{'Частота': 1}
отдвинутый	{'Частота': 1}
омир	{'Частота': 1}
блюдичок	{'Частота': 1}
оставить	{'Частота': 1}
парис	{'Частота': 1}
харликов	{'Частота': 1}
пустяков	{'Частота': 1}
альбан	{'Частота': 1}
тряслися	{'Частота': 1}
снесть	{'Частота': 1}
sotto	{'Частота': 1}
i	{'Частота': 1}
giorni	{'Частота': 1}
nubilosi	{'Частота': 1}
e	{'Частота': 1}
brevi	{'Частота': 1}
Nasce	{'Частота': 1}
una	{'Частота': 1}
gente	{'Частота': 1}
cui	{'Частота': 1}
morir	{'Частота': 1}
non	{'Частота': 1}
dole	{'Частота': 1}
Petr	{'Частота': 1}
историй	{'Частота': 1}
красногорье	{'Частота': 1}
свалиться	{'Частота': 1}
верь	{'Частота': 1}
Sed	{'Частота': 1}
alia	{'Частота': 1}
tempora	{'Частота': 1}
удалость	{'Частота': 1}
осклабить	{'Частота': 1}
оборотиться	{'Частота': 1}
решиться	{'Частота': 1}
оленькин	{'Частота': 1}
ясностия	{'Частота': 1}
двухутренний	{'Частота': 1}
нахмурить	{'Частота': 1}
дельвиг	{'Частота': 1}
веспер	{'Частота': 1}
лепаж	{'Частота': 1}
monsieur	{'Частота': 1}
Guillot	{'Частота': 1}
потупя	{'Частота': 1}
разойтиться	{'Частота': 1}
провождать	{'Частота': 1}
ремянный	{'Частота': 1}
погрузиться	{'Частота': 1}
впрямой	{'Частота': 1}
тянуться	{'Частота': 1}
вияся	{'Частота': 1}
лета	{'Частота': 1}
обедывать	{'Частота': 1}
полумучительный	{'Частота': 1}
принялася	{'Частота': 1}
предалася	{'Частота': 1}
гарольдовый	{'Частота': 1}
собралисить	{'Частота': 1}
петушков	{'Частота': 1}
пыхтин	{'Частота': 1}
ярманка	{'Частота': 1}
стремлюсь	{'Частота': 1}
отдвинуть	{'Частота': 1}
совремя	{'Частота': 1}
расчисление	{'Частота': 1}
харитонья	{'Частота': 1}
mon	{'Частота': 1}
апде	{'Частота': 1}
Раchеttе	{'Частота': 1}
финмуш	{'Частота': 1}
поправить	{'Частота': 1}
вкривой	{'Частота': 1}
Fare	{'Частота': 1}
and	{'Частота': 1}
if	{'Частота': 1}
Still	{'Частота': 1}
fare	{'Частота': 1}
Byron	{'Частота': 1}
вакханочка	{'Частота': 1}
ленора	{'Частота': 1}
мельмотом	{'Частота': 1}
займуся	{'Частота': 1}
чацкий	{'Частота': 1}
Du	{'Частота': 1}
faut	{'Частота': 1}
кланялисить	{'Частота': 1}
vulgаr	{'Частота': 1}
наруж	{'Частота': 1}
лицы	{'Частота': 1}
пролас	{'Частота': 1}
St	{'Частота': 1}
Рriest	{'Частота': 1}
заботный	{'Частота': 1}
изменилася	{'Частота': 1}
гналася	{'Частота': 1}
манзонь	{'Частота': 1}
шамфора	{'Частота': 1}
Stael	{'Частота': 1}
биша	{'Частота': 1}
тиссо	{'Частота': 1}
фонтенель	{'Частота': 1}
sempre	{'Частота': 1}
bene	{'Частота': 1}
Веnеdеttа	{'Частота': 1}
Idol	{'Частота': 1}
mio	{'Частота': 1}
разрешалася	{'Частота': 1}
принесть	{'Частота': 1}
незапный	{'Частота': 1}
явилися	{'Частота': 1}
